Geographical Location,Report Date,MDS Item Question/Description,MDS Item Response,Percent,Total Residents
Tennessee,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,8.17,1645
Tennessee,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,9.13,1839
Texas,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,77.44,55837
Texas,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,12.96,9347
Texas,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,5.6,4036
Texas,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,4,2884
Utah,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,53.8,2550
Utah,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,21.18,1004
Utah,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,14.14,670
Utah,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,10.89,516
Vermont,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,62.33,1218
Vermont,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,17.81,348
Vermont,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,10.03,196
Vermont,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,9.83,192
Virgin Islands,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,*,*
Virgin Islands,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,*,*
Virgin Islands,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,*,*
Virgin Islands,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,*,*
Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,63.62,14939
Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,12.6,2958
Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,12.01,2820
Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,11.77,2765
Washington,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,63.77,7100
Washington,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,15.11,1682
Washington,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,11.8,1314
Washington,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,9.32,1038
West Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,67.65,5389
West Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,16.11,1283
West Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,8.15,649
West Virginia,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,8.1,645
Wisconsin,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,71.63,10317
Wisconsin,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,17.21,2479
Wisconsin,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,6.28,904
Wisconsin,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,4.89,704
Wyoming,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,69.06,1125
Wyoming,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,15.65,255
Wyoming,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,7.86,128
Wyoming,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,7.43,121
National Total,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",Never or 1 day,67.02,680989
National Total,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",2-6 days,13.58,137962
National Total,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",12-14 days,7.91,80374
National Total,"Q1, 2025","D0150B2: Mood - Resident Mood Interview - Feeling Down, Depressed, or Hopeless: Symptom Frequency",7-11 days,11.49,116744
Alabama,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,43.52,440
Alabama,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,55.59,562
Alabama,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Alaska,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,56.79,46
Alaska,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,38.27,31
Alaska,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Arizona,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,63.15,1172
Arizona,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,36.37,675
Arizona,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Arkansas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,45.39,271
Arkansas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,53.27,318
Arkansas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
California,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,78.29,16136
California,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,21.34,4398
California,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.37,77
Colorado,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,56.28,1532
Colorado,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,43.2,1176
Colorado,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.51,14
Connecticut,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,71.97,3497
Connecticut,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,27.82,1352
Connecticut,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Delaware,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,60.54,362
Delaware,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,38.29,229
Delaware,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
District of Columbia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,44.79,202
District of Columbia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,55.21,249
District of Columbia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Florida,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,54.2,4986
Florida,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,45.45,4181
Florida,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.36,33
Georgia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,55.51,2580
Georgia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,44.02,2046
Georgia,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.47,22
Hawaii,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,53.61,89
Hawaii,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,43.98,73
Hawaii,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Idaho,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,61.46,638
Idaho,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,38.05,395
Idaho,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Illinois,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,84.12,27934
Illinois,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,15.73,5224
Illinois,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.15,51
Indiana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,67.95,7754
Indiana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,31.86,3635
Indiana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.19,22
Iowa,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,43.52,830
Iowa,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,54.8,1045
Iowa,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,1.68,32
Kansas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,48.52,752
Kansas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,50.77,787
Kansas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.71,11
Kentucky,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,64.69,3298
Kentucky,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,35.09,1789
Kentucky,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.22,11
Louisiana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,42.75,596
Louisiana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,56.17,783
Louisiana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,1.08,15
Maine,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,52.72,446
Maine,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,47.04,398
Maine,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Maryland,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,70.76,4922
Maryland,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,28.85,2007
Maryland,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.39,27
Massachusetts,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,64.56,3884
Massachusetts,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,34.59,2081
Massachusetts,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.85,51
Michigan,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,53.46,2490
Michigan,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,45.66,2127
Michigan,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.88,41
Minnesota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,45.81,1093
Minnesota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,53.44,1275
Minnesota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.75,18
Mississippi,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,43.79,328
Mississippi,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,55.81,418
Mississippi,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Missouri,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,68.12,4751
Missouri,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,31.42,2191
Missouri,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.46,32
Montana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,48.74,174
Montana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,49.3,176
Montana,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Nebraska,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,48.25,428
Nebraska,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,50.73,450
Nebraska,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Nevada,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,70.5,767
Nevada,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,29.32,319
Nevada,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
New Hampshire,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,52.75,623
New Hampshire,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,44.96,531
New Hampshire,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,2.29,27
New Jersey,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,77.18,8758
New Jersey,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,22.61,2566
New Jersey,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.2,23
New Mexico,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,52.67,276
New Mexico,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,46.56,244
New Mexico,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
New York,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,74.88,21237
New York,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,24.96,7078
New York,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.16,45
North Carolina,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,51.62,2515
North Carolina,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,47.35,2307
North Carolina,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,1.03,50
North Dakota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,41.29,185
North Dakota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,56.92,255
North Dakota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Ohio,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,70.11,13754
Ohio,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,29.59,5804
Ohio,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.3,59
Oklahoma,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,58.75,839
Oklahoma,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,39.99,571
Oklahoma,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,1.26,18
Oregon,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,56.25,441
Oregon,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,42.98,337
Oregon,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Pennsylvania,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,56.23,5783
Pennsylvania,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,43.26,4449
Pennsylvania,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.52,53
Puerto Rico,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,*,*
Puerto Rico,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,*,*
Puerto Rico,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Rhode Island,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,69.02,989
Rhode Island,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,30.64,439
Rhode Island,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
South Carolina,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,46.14,818
South Carolina,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,53.02,940
South Carolina,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.85,15
South Dakota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,46.01,173
South Dakota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,53.19,200
South Dakota,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,*,*
Tennessee,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,61.77,2619
Tennessee,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,37.9,1607
Tennessee,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.33,14
Texas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,53.36,4854
Texas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,45.7,4157
Texas,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No Response,0.95,86
Utah,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",Yes,66.63,1072
Utah,"Q1, 2025","D0150C1: Mood - Resident Mood Interview - Trouble Falling or Staying Asleep, or Sleeping Too Much: Symptom Presence",No,33.19,534
